Gene name	Mouse gene name
KRTAP19-7	
	
CHRNA4	Chrna4
RPS15AP25	
KRTAP22-2	
PHETA2	Pheta2
	
HAUS1P3	
KRTAP6-3	
KRTAP22-1	
	
KRTAP20-1	
ABCA13	Abca13
KRTAP20-4	
KRTAP20-2	
SNORD13P1	
CCDC134	Ccdc134
KRTAP20-3	
KRTAP21-3	
KRTAP21-4P	
KRTAP21-2	
KRTAP21-1	
	
KRTAP23-1	
KRTAP13-3	Krtap14
LINC02619	
RNU6-426P	
VDAC2P1	
RPS26P5	
SNORD74B	Gm26224
	
	
	
MIR99A	Mir99a
MIRLET7C	Mirlet7c-1
	
MIR125B2	
RNU1-98P	Gm23796
HSP90AB4P	
TIAM1	Tiam1
PAK6-AS1	
GSX2	Gsx2
RNU7-167P	
	
HMGXB4	Hmgxb4
	
VPS4B	Vps4b
	
	
	
	
MTND5P4	
	
PSMA4	Psma4
	
	
MTCO3P39	
WBP1LP12	
	
	
ITGA9	Itga9
KCTD20	Kctd20
SLC9B2	Slc9b2
LINC01592	
	
RINL	
SYT8	
IGHVII-30-1	
	
IGHVII-15-1	
	
BDKRB1	Bdkrb1
	
KCNQ2-AS1	
	
HIGD1AP15	
RPL23AP6	
SDAD1P2	
CA3-AS1	
MKKS	Mkks
IGHGP	
	
	
RPS3AP44	
RASA3-IT1	
IGHV3-38	
	
IGHV3-22	
	
CFAP97D2	
CDCA4	Cdca4
SIRT2	
CRK	Crk
CIBAR1-DT	
	
CDC16	Cdc16
	
IGHV3-37	
	
	
LINC02155	
PDP1	Pdp1
IGHV4-28	
IGHV7-34-1	
IGHVIII-11-1	
IGHV3-21	
	
GNA15-DT	
	
	
IGHVII-26-2	
IGHV3-64D	
GNG7	Gng7
ZYG11AP1	
	
IGHVII-30-21	
IGHV1-17	
PEBP1P1	
IGHV3-35	
SHLD2P2	
SMC2	Smc2
IGHV3-15	Ighv7-3
IGHV3-15	Ighv7-2
IGHV3-15	Ighv7-1
IGHV3-15	Ighv7-4
NAV2-AS3	
CAMKK1	Camkk1
	
ZNF214	
PPDPF	Ppdpf
ELK2AP	
IGHV7-27	
MAML1	
TTC7B-AS1	
	
TNNI2	
SERPINB5	Serpinb5
	
IGHV3-36	
JCHAINP1	
IGHV3-25	
TRPA1	Trpa1
YJU2	Yju2
	
LTC4S	
MIR3909	
MIR6069	
	
	
LINC02699	
ZNF318	Zfp318
LGMN	Lgmn
MCM5	Mcm5
SPIN3	
PTK6	Ptk6
	
MUC5AC	Muc5ac
MGAT4B	
	
FNDC11	Fndc11
GNA15	Gna15
	
ATP5MC1P6	
LSP1	
BCL2	Bcl2
	
MTND5P13	
VN1R20P	
LINC01217	
THRB-IT1	
RNU1-94P	Gm25115
PDRG1	Pdrg1
	
SDAD1P3	
	
RPL34P11	
SRGAP3-AS3	
	
	
	
	
	
	
	
ATP5F1EP1	
	
LINC02011	
	
ANKRD62	
PARM1	Parm1
EFHB	Efhb
XKR7	Xkr7
HCG14	
	
	
	
	
TACR3	Tacr3
	
	
DAAM2	Daam2
RNA5SP481	
CCM2L	Ccm2l
	
RNU6-324P	
RPL36AP40	
SDHDP1	
GSTCD-AS1	
PMM2P2	
RBMXL2	Rbmxl2
	
	
	
MIX23P3	
	
	
SAFB	Safb
	
PABPC1P7	
	
PPIAP56	
HMGB1P40	
	
CIDEA	Cidea
	
	
	
MSC-AS1	
	
RNA5SP482	
	
RSL24D1P6	
	
PLAGL2	Plagl2
ANO3	Ano3
UBALD1	Ubald1
BANK1	Bank1
MIR1825	
	
	
	
C20orf203	
	
	
BAK1P1	
MAPRE1	Mapre1
	
CDH17	Cdh17
	
	
SGO1	Sgo1
	
LINC01177	
	
	
	
	
RNU6-170P	Gm23483
	
	
TUBB6	Tubb6
ARL6IP1	Arl6ip1
PROCR	Procr
	
P2RX1	P2rx1
SH3BGR	Sh3bgr
HMOX1	Hmox1
	
RNA5SP483	
MMP24OS	Mmp24os1
PNPLA10P	
SPRYD7P1	
GEMIN8P3	
	
ITM2A	Itm2a
MT1P3	
MMP24	Mmp24
LIAT1	Liat1
LINC02191	
	
COQ7-DT	
	
GUCD1	Gucd1
AQP7P2	
	
FXNP2	
MSANTD3-TMEFF1	
ZNF287	Zfp287
LINC02177	
CAPZA1P1	
	
	
MMUT	Mmut
	
RPS7P13	
CBLL1P1	
LUZP4	
PCMTD1P2	
	
	
	
	
	
	
FAM83C-AS1	
FAM83C	Fam83c
	
	
	
SPANXB1	
	
RPS10P5	
	
RARRES2P9	
RARRES2P8	
	
FRG2HP	
	
	
	
SIRPA	Gm5150
SIRPA	Sirpb1a
SIRPA	Sirpb1b
SIRPA	Sirpd
SIRPA	Sirpb1c
SIRPA	Sirpa
AGGF1P5	
	
MIR1229	
	
MRNIP	
VN1R68P	
HSPA8P1	
	
RPL26P36	
	
SUSD3	Susd3
	
GATD3	Gatd3a
	
AGGF1P8	
MAGEC2	Magea13
	
TRAM2	Tram2
DUX4L46	
	
NAMPTP3	
	
	
VKORC1P1	
SUMO2P21	
DUTP4	
UBE2MP1	
SLITRK4	Slitrk4
NFKBIB	
SLC25A51P1	
	
	
FTH1P5	
	
	
	
RYKP1	
RARRES2P5	
	
NAP1L2	Nap1l2
	
STK38	Stk38
	
	
FERP1	
	
PHF5AP4	
	
MIR548AR	
	
MIR4502	
	
UPF3A	Upf3a
PPP1R13B-DT	
CYCSP25	
HTATSF1	Htatsf1
DUX4L47	
	
	
	
CCNK	Ccnk
	
NETO2	Neto2
CSRP3	Csrp3
	
	
CREB5	Creb5
	
	
	
REXO1L4P	
ATP2A3	Atp2a3
DSN1	Dsn1
CCER2	
	
NSMAF	Nsmaf
	
SARS2	
	
	
	
	
NR6A1	Nr6a1
PGK2	Pgk2
ADH5P4	
RBBP4P3	
CD83	Cd83
MLECP1	
SETBP1-DT	
	
MIR4319	
	
	
LINC03114	
OR11Q1P	
	
	
	
	
	
C18orf15	
BTG3P1	
CYCSP44	
	
	
	
H2BP8	
	
LDLRAD4-AS1	
	
MIR5190	
	
NANOGP3	
	
TFDP3	
SNURFL	
RPL37P15	
	
CACNG2	Cacng2
	
	
	
MTND4LP1	
	
OR5BH1P	
TBC1D22B	Tbc1d22b
	
MIR4526	
	
FAM210A	Fam210a
YAP1P2	
	
	
IGBP1	Igbp1
FKBP1AP2	
SLC5A4	Slc5a4a
ELOVL5	Elovl5
LINC03065	
CLCP2	
CHAMP1	Champ1
	
CPLX3	Cplx3
CLBA1	Clba1
	
	
PPP1R1AP2	
SYT9	Syt9
GOLGA6A	
	
ITFG1-AS1	
SIAH1	Siah1a
SIAH1	Siah1b
SPANXN3	
LINC01054	
	
IGBP1P5	
RPL23AP97	
CT47A12	
LARGE1	Large1
DDX3P3	
LINC00539	
KRT18P44	
LINC01281	
	
GPAT3	Gpat3
	
LINC00850	
	
	
HAX1P1	
NAV2-AS4	
CNOT7P1	
OR7L1P	
TUBB4AP1	
LINC02759	
ORC1P1	
	
SKP2P1	
	
METTL22	Mettl22
	
LINC00598	
	
RN7SL362P	
WDR44	Wdr44
RNMT	Rnmt
LINC02745	
ULK3	Ulk3
SETD3	Setd3
	
	
	
	
KRTAP13-4	Krtap13-1
CSNK2A3	Csnk2a1
KRTAP6-2	
	
LINC02741	
KRTAP6-1	
	
RNF8	Rnf8
	
	
	
	
FANCF	Fancf
LINC00354	
	
SPON1-AS1	
NPSR1-AS1	
DNAAF11P1	
LINC00571	
	
	
OBI1-AS1	
	
HNRNPA1P56	
LINC02760	
LINC02686	
	
APOBEC1	Apobec1
	
	
EEF1A1P27	
ARL14EP	Arl14ep
RN7SKP150	
	
Y_RNA	
	
MRNIP-DT	
MIR4298	
	
MIR7847	
PRR33	
TBC1D9B	
HECW1	Hecw1
	
	
THAP6	
TNNT3	
STOM	Stom
	
	
	
CSRP3-AS1	
MRPS12	
LINC00690	
	
CAPS	
	
MIR4500HG	
	
MTDH	Mtdh
	
ERVK9-11	
SERGEF	Sergef
FBXO17	
SRGAP3-AS2	
	
OR2U1P	
	
RPL39P18	
	
CENPQ	Cenpq
CLEC7A	Clec7a
DUX4L45	
KRT8P18	
	
	
LINC01055	
UBAC2-AS1	
RPL36AP17	
	
SLC25A1P4	
	
	
AGGF1P7	
	
	
	
	
TCERG1P2	
	
	
SAP18P3	
	
RUNX2	Runx2
PAXBP1-AS1	
PP2D1	Pp2d1
CAPN12	
	
	
LINC01216	
AGGF1P9	
	
VN1R69P	
	
CISD2	Cisd2
CLUHP11	
	
INSR	Insr
LINC02033	
PSMA2P2	
LINC00621	
SYK	Syk
	
LGALS7B	
PSMC2P2	
	
RBMS3-AS1	
PCCA-DT	
LINC02940	
HINT2P1	
	
POP1	Pop1
	
	
	
CMTM6	Cmtm6
	
	
ITGB2-AS1	
	
KBTBD6-DT	
LGALS7	
NDFIP2-AS1	
	
LINC01068	
PWWP3B	Pwwp3b
MTND5P5	
	
H2AZ1	H2az1
	
EEF1A1P38	
NDFIP2	Ndfip2
RBMS3-AS3	
	
ICOSLG	Icosl
IGHV1-14	
FANCD2P2	
STK24P1	
	
	
	
	
ZBTB46	Zbtb46
	
IGHV3-20	
BCAP31P1	
LINC01282	
	
LINC02317	
	
LINC02167	
IGHV3-33-2	
GLRXP2	
	
SRD5A1P1	
CTDSPL2P2	
AHNAK2	Ahnak2
PLS3-AS1	
	
	
	
	
	
GDAP1L1	Gdap1l1
	
RAC1P4	
MAGEA8-AS1	
LSM3	Lsm3
	
	
BRS3	Brs3
	
ALG1L3P	
	
CINP	Cinp
Y_RNA	
	
EMILIN2	Emilin2
	
	
SNORA70	
	
CCNYL3	
MRPL1	Mrpl1
	
LINC01690	
ASB12	Asb12
IFNAR2	Ifnar2
QPRT	Qprt
	
APOBEC3H	Apobec3
	
RBBP8P1	
CT47A11	
	
SNRPCP4	
	
UFM1P1	
SNORA70	
STAU2-AS1	
RNU7-25P	
	
	
	
	
	
	
	
ERICH5	Erich5
MYL12A	
PA2G4P1	
	
	
AMER1	Amer1
	
	
	
	
TRIM60P15	
SYN2	Syn2
ZIC3	Zic3
ZPBP	Zpbp
	
	
IRF5P1	
	
VPS35P1	
IGHVIII-25-1	
	
IGHV1-24	Ighv15-2
IGHV1-24	Ighv1-71
IGHV1-24	Ighv14-4
IGHV1-24	Ighv1-43
IGHV1-24	Ighv1-59
IGHV1-24	Ighv1-49
IGHV1-24	Ighv14-2
IGHV1-24	Ighv1-80
IGHV1-24	Ighv1-69
IGHV1-24	Ighv1-20
IGHV1-24	Ighv1-47
IGHV1-24	Ighv1-37
IGHV1-24	Ighv1-53
IGHV1-24	Ighv1-19
IGHV1-24	Ighv1-78
IGHV1-24	Ighv1-54
IGHV1-24	Ighv1-15
IGHV1-24	Ighv1-62-3
IGHV1-24	Ighv1-56
IGHV1-24	Ighv1-50
IGHV1-24	Ighv1-7
IGHV1-24	Ighv1-31
IGHV1-24	Ighv1-12
IGHV1-24	Ighv1-81
IGHV1-24	Ighv1-24
IGHV1-24	Ighv1-16
IGHV1-24	Ighv1-85
IGHV1-24	Ighv1-36
IGHV1-24	Ighv1-9
IGHV1-24	Ighv1-11
IGHV1-24	Ighv1-74
IGHV1-24	Ighv1-52
IGHV1-24	Ighv1-23
IGHV1-24	Ighv1-55
IGHV1-24	Ighv1-77
IGHV1-24	Ighv1-62-2
IGHV1-24	Ighv1-63
IGHV1-24	Ighv1-34
IGHV1-24	Ighv1-42
IGHV1-24	Ighv1-62-1
IGHV1-24	Ighv1-61
IGHV1-24	Ighv14-3
IGHV1-24	Ighv1-67
IGHV1-24	Ighv1-76
IGHV1-24	Ighv1-82
IGHV1-24	Ighv14-1
IGHV1-24	Ighv1-22
IGHV1-24	Ighv1-26
IGHV1-24	Ighv1-18
IGHV1-24	Ighv1-58
IGHV1-24	Ighv1-39
IGHV1-24	Ighv1-66
IGHV1-24	Ighv1-75
IGHV1-24	Ighv1-4
IGHV1-24	Ighv1-84
IGHV1-24	Ighv1-64
IGHV1-24	Ighv1-5
IGHV1-24	Ighv1-72
IGHV3-33	
RPS23P1	
C8orf34-AS1	
	
	
	
RPL32P35	
TTC7B	Ttc7b
	
SMG1-DT	
RPL3P12	
	
SPANXC	
LINC01252	
	
HNRNPH1	
FRG2IP	
	
	
LINC02127	
	
RPL7L1P11	
MRPS28	Mrps28
SPANXN1	
KDM4B	Kdm4b
MANSC1	Mansc1
HMGN2P41	
	
PNMA6B	
	
MAGEC3	Magea13
LINC02184	
	
FGFR3P5	
TBCK	Tbck
	
NUFIP1P1	
	
VSX1	Vsx1
RBBP4P4	
	
	
	
TMF1P1	
KIF18BP1	
	
	
	
CRISP2	Crisp2
	
C2orf69P1	
LINC00273	
DCAF4L2	Dcaf4
	
CIMIP4	Cimip4
HMGB3P22	
TMEM185AP1	
	
	
	
	
LONP2	Lonp2
TRMT1P1	
OTUD4P1	
	
MTND4P24	
	
HNRNPABP1	
	
	
RAP2C-AS1	
SLCO5A1	Slco5a1
LINC00937	
TAX1BP1-AS1	
	
	
	
RRBP1P1	
	
DOCK9-AS1	
	
OR11N1P	
	
RPL7L1P12	
RNU6-83P	Gm23629
DOCK9-DT	
RPS6P23	
	
MYL12-AS1	
GAPDHP22	
HSFX1	
	
NPSR1	Npsr1
CMC4	Cmc4
RPSAP51	
DOCK9	Dock9
MYL12B	Myl12b
	
PRB2	
AFF2-IT1	
	
LINC02598	
	
	
M6PRP1	
RNU6-900P	
PGBD4P6	
	
SPIN1	Spin1
OR2AF1P	
C22orf23	1700088E04Rik
	
ZFYVE9P1	
MYL9	Myl9
A2ML1	
MAGEA8	Magea13
	
RNU6-857P	Gm25834
DSC3	Dsc3
ASS1P5	
	
	
IDS	Ids
	
	
	
	
MEIS3P1	
	
	
	
	
CAT	Cat
SECISBP2	Secisbp2
IGHVIII-38-1	
	
CYCSP12	
IGHV3-30	
	
Metazoa_SRP	
GPR68	Gpr68
LRRC75A	Lrrc75a
TGIF2	Tgif2
LINC00620	
	
	
	
RPL6P23	
	
	
	
	
POLR2F	Polr2f
	
	
	
	
LINC01980	
LAP3P1	
LINC02235	
	
	
	
IGHA1	Igha
PKHD1	Pkhd1
ZNF706	Zfp706
NCBP3	Ncbp3
TGIF2-RAB5IF	
OR7E105P	
SLC20A1P2	
IGHV5-10-1	
	
LINC02312	
DSC1	Dsc1
KCNK13	Kcnk13
CSPG4	Cspg4
IGHV3-32	
IGHVII-33-1	
SLA2	Sla2
	
IGHV2-26	Ighv8-8
IGHV2-26	Ighv8-13
IGHV2-26	Ighv8-9
IGHV2-26	Ighv8-4
IGHV2-26	Ighv8-5
IGHV2-26	Ighv8-11
IGHV2-26	Ighv8-6
IGHV2-26	Ighv8-12
IGHV2-26	Ighv8-2
GRIP2	Grip2
	
	
TDP1	Tdp1
	
RPL34P31	
	
	
BNAT1	
	
TWIST2	
	
WIZP1	
LINC01671	
HNRNPA3P2	
NAV2-IT1	
LIPC	Lipc
CELF5	Celf5
SLC47A1	Slc47a1
LINC00323	
Y_RNA	
MRPS26	Mrps26
LINC00649	
	
	
	
LINC02133	
OXT	Oxt
ZNF143	Zfp143
	
	
FRG2JP	
	
C1QL1P1	
C2orf69P4	
REXO1L3P	
	
AVP	Avp
	
	
LINC00319	
VN1R31P	
RPL23AP72	
	
	
MIR6820	
MIR4534	
HMGN2P3	
	
INMT	Inmt
	
MPV17L	Mpv17l
	
	
DSG1	Dsg1a
DSG1	Dsg1b
DSG1	Dsg1c
PICK1	Pick1
YWHAZ	Ywhaz
MIR99AHG	
RN7SL555P	
UBOX5-AS1	
UBOX5	Ubox5
	
	
	
LINC01176	
	
	
RARRES2P10	
GPR50-AS1	
	
	
	
	
FRG2GP	
CT47A7	
HECW1-IT1	
	
LINC01150	
MRPL23	
	
LINC02129	
ROBO2P1	
HNRNPH1P2	
	
N4BP1	N4bp1
LDOC1	Ldoc1
ADCY1	Adcy1
RNU6-1118P	
CICP9	
POLE4P1	
	
CDC42P7	
	
MTCP1	Mtcp1
DDRGK1	Ddrgk1
RFC3P1	
ABCD1P2	
	
	
	
	
	
PABPC1P12	
RNU6-167P	
RPL32P22	
LINC01986	
IFNA10	Ifna4
IFNA10	Ifna14
IFNA10	Ifna9
IFNA10	Ifna12
IFNA10	Ifna7
IFNA10	Ifna6
IFNA10	Ifna1
IFNA10	Ifna16
IFNA10	Ifna11
IFNA10	Ifna2
IFNA10	Ifna13
IFNA10	Ifna15
IFNA10	Ifnab
IFNA10	Ifna5
PSMA8	Psma8
	
LINC01243	
SLC9B1P3	
LRRC3B-AS1	
COL27A1	Col27a1
MTND1P33	
	
KAT2B	Kat2b
ACTR3BP5	
	
	
PLD5P1	
CHEK2P5	
	
	
SEPTIN7P9	
ZNF25	Zfp9
	
	
	
SEPTIN7P9	
	
	
RBMX2P2	
	
	
AGGF1P6	
	
MAGEA11	Magea13
ITFG1	Itfg1
ITPA	Itpa
VAV1	Vav1
	
LINC02650	
	
LINC01375	
GPR50	Gpr50
	
	
FAM226B	
MRPL23-AS1	
	
ZP2	
DBF4P1	
	
RPL17P34	
	
PASD1	Pasd1
	
LINC01219	
	
MARCHF5	Marchf5
H19	
	
	
	
	
	
STOML1	Stoml1
VN1R33P	
RPL31P35	
RPL21P100	
VWC2	Vwc2
	
	
	
RPA2P2	
	
	
PPP4R1	Ppp4r1
SMARCE1P7	
DUXAP4	
STYK1	Styk1
ZNF25-DT	
	
CPEB3	Cpeb3
HAUS6P1	
WSB1	Wsb1
	
	
CMC1	Cmc1
ELMO1-AS1	
	
	
	
EEF1A1P9	
	
CYP2W1	Cyp2w1
PAPSS1	Papss1
IGSF1	Igsf1
HSP90AB6P	
	
RN7SKP7	
HSPH1	Hsph1
RPLP1P10	
HSPA8P18	
	
EXOC6	Exoc6
GCNT1P4	
THRAP3P1	
	
	
	
LGSN	Lgsn
	
SFRP4	Sfrp4
XYLB	Xylb
BCAT1	Bcat1
ANKS4B	
	
LINC02540	
	
OR4F1P	
SDHAF4	Sdhaf4
	
	
	
	
BAIAP2L2	Baiap2l2
	
RPS16P5	
TRAM2-AS1	
	
	
	
NPIPB5	
TBRG4	Tbrg4
	
	
	
	
	
RNU6-1019P	Gm24669
POLR3E	
UBE2V1P1	
LINC01218	
U3	
	
	
	
RPS6P7	
	
HM13-IT1	
	
HM13-AS1	
	
	
	
EEF2K	
DELEC1	
YDJC	Ydjc
RNU6-384P	
	
ID1	Id1
AGGF1P4	
CYB5R4	Cyb5r4
MOSMO	
PDZD9	
	
LINC02264	
MIR3193	
	
COX4I2	Cox4i2
MIR675	
	
	
NUP93	Nup93
	
NPIPB4	
	
RPL35	Rpl35
RPL35	Rpl35rt
	
METTL9	
IGSF6	
	
	
IGHVIII-13-1	
BCL2L1-AS1	
IGHV1-18	Ighv15-2
IGHV1-18	Ighv1-71
IGHV1-18	Ighv14-4
IGHV1-18	Ighv1-43
IGHV1-18	Ighv1-59
IGHV1-18	Ighv1-49
IGHV1-18	Ighv14-2
IGHV1-18	Ighv1-80
IGHV1-18	Ighv1-69
IGHV1-18	Ighv1-20
IGHV1-18	Ighv1-47
IGHV1-18	Ighv1-37
IGHV1-18	Ighv1-53
IGHV1-18	Ighv1-19
IGHV1-18	Ighv1-78
IGHV1-18	Ighv1-54
IGHV1-18	Ighv1-15
IGHV1-18	Ighv1-62-3
IGHV1-18	Ighv1-56
IGHV1-18	Ighv1-50
IGHV1-18	Ighv1-7
IGHV1-18	Ighv1-31
IGHV1-18	Ighv1-12
IGHV1-18	Ighv1-81
IGHV1-18	Ighv1-24
IGHV1-18	Ighv1-16
IGHV1-18	Ighv1-85
IGHV1-18	Ighv1-36
IGHV1-18	Ighv1-9
IGHV1-18	Ighv1-11
IGHV1-18	Ighv1-74
IGHV1-18	Ighv1-52
IGHV1-18	Ighv1-23
IGHV1-18	Ighv1-55
IGHV1-18	Ighv1-77
IGHV1-18	Ighv1-62-2
IGHV1-18	Ighv1-63
IGHV1-18	Ighv1-34
IGHV1-18	Ighv1-42
IGHV1-18	Ighv1-62-1
IGHV1-18	Ighv1-61
IGHV1-18	Ighv14-3
IGHV1-18	Ighv1-67
IGHV1-18	Ighv1-76
IGHV1-18	Ighv1-82
IGHV1-18	Ighv14-1
IGHV1-18	Ighv1-22
IGHV1-18	Ighv1-26
IGHV1-18	Ighv1-18
IGHV1-18	Ighv1-58
IGHV1-18	Ighv1-39
IGHV1-18	Ighv1-66
IGHV1-18	Ighv1-75
IGHV1-18	Ighv1-4
IGHV1-18	Ighv1-84
IGHV1-18	Ighv1-64
IGHV1-18	Ighv1-5
IGHV1-18	Ighv1-72
ABALON	
NPIPB11	
COPS4	Cops4
HOMER2P2	
CCDC116	Ccdc116
	
TPX2	Tpx2
LINC01526	
ME1	Me1
IGHV3-19	
	
IGHV4-31	
RPL10L	Rpl10l
	
	
STK33P1	
NUTF2P3	
RBMXP2	
	
LINC00226	
	
	
LINC01239	
SDF2L1	Sdf2l1
	
TMEFF1	Tmeff1
ACTR10	Actr10
MIR301B	Mir301b
MIR130B	
	
	
RPL15P19	
	
	
	
	
PPIL2	Ppil2
AP4E1	Ap4e1
PRIM2	Prim2
	
ZYX	
KLF4	Klf4
NFATC1	Nfatc1
MSRB1	
RPL3L	
PEMT	Pemt
NDUFB10	
RPS2	
MTND4LP31	
COL25A1-DT	
	
LINC02503	
DYNLL1P6	
SNORA10	
PGAM4P2	
SNORA64	
KSR1P1	
	
SNHG9	
IGKV1OR10-1	
PRRX2	Prrx2
PABPC1P8	
SHROOM3-AS1	
SNORA78	
	
RNF151	
	
	
TBL3	
DKK2	Dkk2
KLRK1	Klrk1
BICC1	Bicc1
NOXO1	
GFER	
	
	
ISCA1	Isca1
ISCA1	AK157302
SYNGR3	
	
WRN	Wrn
NPW	
RN7SL219P	
ZNF598	
	
	
	
POU3F2	Pou3f2
	
	
	
PAUPAR	
	
	
	
RPL7AP50	
FOXE1	Foxe1
	
KSR1P1	
	
RPL7P37	
	
	
NHP2P1	
	
	
	
FTLP5	
	
	
MED27	Med27
	
LINC01378	
RCAN2-DT	
TLK2P2	
LINC01514	
ZFR2	Zfr2
NDUFA5P9	
GUSBP4	
	
	
	
	
LINC02546	
NPM1P38	
SLC25A39P2	
HIGD1AP8	
MIR6892	
EPHA1	
	
	
	
MRPL35P2	
PRDM1	Prdm1
RPS2P36	
	
ARHGEF38	Arhgef38
	
STK38L	Stk38l
LINC00678	
LINC02659	
RPL17P35	
	
DBX1	Dbx1
BTRC	Btrc
	
MYLK2	Mylk2
	
	
IGHV3-29	
	
GSKIP	Gskip
CNTN6	Cntn6
BBOX1	Bbox1
AMPH	Amph
B3GLCT	B3glct
	
BTC	Btc
	
CMC2	
	
	
ZNF77	BC025920
EPHA1-AS1	
IGHEP1	
FOXN3-AS2	
TAS2R62P	
	
IGHV3-13	
CENPN	
TAS2R60	
	
TAS2R41	
IGHV3-30-2	
OR2R1P	
LINC02311	
OR10AC1	
GNA11	Gna11
BDH2	Bdh2
IGHVII-22-1	
IGHVIII-26-1	
	
	
PAICSP5	
ANKRD26P4	
	
	
CENPN-AS1	
ZDHHC20	Zdhhc20
ARPC5L	Arpc5l
CTAGE15	
RNU6-267P	
	
CTAGE6	
	
OR2F2	
	
ATMIN	
OR2F1	
	
TP53TG3GP	
LINC02568	
IMPDH1P5	
DLG5	
CDH8	Cdh8
C16orf46	
SLC15A5	Slc15a5
LINC01975	
RPL30	Rpl30
CAPZA1P5	
NMTRQ-TTG12-1	
	
TCF12-DT	
OR2Q1P	
	
FOXS1	Foxs1
SLC16A1P1	
MFSD1P1	
OR6B1	
	
	
SNORA59B	
LMX1B-DT	
C16orf46-DT	
	
	
MTND1P14	
BCL2L1	Bcl2l1
GCSH	
TCAF2	
	
	
ZSWIM5P1	
GYS2	Gys2
LINC00392	
FLJ36000	
KTN1	Ktn1
LINC01992	
	
PLIN2	Plin2
	
MCRIP2P1	
	
	
	
MTCYBP38	
LINC00402	
	
	
ATP8B4	Atp8b4
RNY1P5	
MAGEA7P	
	
LUZP2	Luzp2
	
RNU6-1191P	
	
MBNL2	Mbnl2
	
PNMA6F	Gm45015
PNMA6F	Pnma6e
PKD1L2	
YPEL1	Ypel1
	
	
EOLA2	Eola1
MTND2P12	
	
TCAF2P1	
	
RPS16P8	
LINC02087	
	
RUNX2-AS1	
	
PAQR8	Paqr8
	
SYPL1P2	
	
	
RPL24P2	
	
RN7SL280P	
KIZ	Kiz
	
BTBD2	Btbd2
	
	
GLYATL3	Glyatl3
ZNF74	
CPD	Cpd
	
	
SLC7A13	Slc7a13
ANO3-AS1	
	
LEISA1	
BORCS5	Borcs5
	
	
CD109	Cd109
TACR3-AS1	
FJX1	Fjx1
	
ARL14EP-DT	
DNTT	Dntt
	
	
CA13	Car13
CBX3P1	
UGT8	Ugt8a
	
	
	
	
MGST1	Mgst1
	
RXRA	Rxra
FUNDC2	Fundc2
	
	
OR4C13	Or4c10b
OR4C13	Or4c106
OR4C13	Or4c10
OR4C13	Or4c105
	
GTF2IP11	
POM121L12	Pom121l12
	
	
	
ACTN4P1	
	
LNMICC	
BBOX1-AS1	
ODAD2P1	
	
U6	
	
LINC01365	
LINC01611	
	
GNL2P1	
	
RPS4XP10	
HMGN1P19	
U6	
	
	
FAM210CP	
	
TRIAP1P1	
PTCHD3	
RPN2	
	
	
MYL12AP1	
	
LINC02742	
FLJ46284	
KIF6	Kif6
ANKRD33BP5	
GSTCD	Gstcd
GHRH	
OR4C14P	
SPMAP2	Spmap2
NAV2-AS5	
FSBP	Fsbp
MANBAL	
ASL	Asl
	
LINC03096	
NDUFB3P5	
SRC	
EOLA1-DT	
	
DUXAP2	
RNU6-225P	Gm23248
	
	
POLR3DP1	
	
MAPKAPK5P1	
	
	
RRAS2	Rras2
MTND5P17	
RPL7AP14	
	
MROH8	
COX7CP4	
NUP210P2	
EMX2OS	
	
KLHL22	Klhl22
	
F7	F7
REXO1L12P	
	
LINC02839	
RFTN1	Rftn1
	
VN1R70P	
SNRPGP6	
ZNF248-AS1	
	
NIPAL2	Nipal2
FAM171A1	Fam171a1
COQ7	Coq7
RPS27P22	
	
CLEC6A	Clec4n
LINC01241	
RPL36AP52	
EOLA1	Eola1
PBX3	Pbx3
	
MATK	Matk
DPPA3	Dppa3
	
ZNF33A	
EEF1A1P16	
BLMH	Blmh
	
	
	
	
RNY1P9	
Y_RNA	
RN7SL812P	
RNA5SP477	
DLG5-AS1	
KRT18P5	
	
	
	
GSTT2B	Gstt2
RN7SL284P	
KIZ-AS1	
RNU6-1266P	
F10	F10
LIPC-AS1	
	
	
	
LOXL1	Loxl1
SUPT4H1P2	
RPS29P2	
RPS15AP1	
ZNF877P	
	
WASH8P	
	
RNU6-192P	
C1GALT1C1	
OVOL2	Ovol2
CA2	Car2
	
	
RPL23AP66	
H3P46	
TIMM17BP1	
GLRX5P1	
LRRC34P1	
SRSF3	Srsf3
	
MRPS33P3	
CT47B1	
CXCL6	Cxcl5
	
	
CT47A6	
	
	
DDTL	Ddt
	
	
CT47A5	
	
CT47A4	
	
	
GSTT3P	
	
IGDCC4	Igdcc4
	
SNORD17	Snord17
MGME1	Mgme1
	
CABIN1	Cabin1
PIMREGP2	
LINC02406	
	
TRAM1L1	Tram1l1
CT47A3	
CT47A2	
	
CT47A1	
	
	
SYT10	Syt10
NDUFS5P5	
	
LINC02726	
	
CBLL1P1	
	
GLUD2	
ANKRD33BP6	
RPL6P14	
	
THAP12P4	
	
OR4A49P	
RPL7AP55	
OR2BH1P	
ACTR3BP4	
	
RPL34P22	
	
	
GSG1L	Gsg1l
OR5P2	
	
OR5P3	
SPON1	Spon1
OR5E1P	
PTMAP3	
	
RPL15P1	
RNU7-137P	
Y_RNA	
GGCTP2	
	
RN7SL14P	
SETP20	
RNU2-56P	
	
	
